ItemCoreCode;Barcode;Dimensions1Alias;Dimensions2Alias;Multiplier
3946;8720400526949;-;-;10,0000
3946;8720400634378;-;-;10,0000
3945;5400827017123;-;-;1,0000
3945;5400827017130;-;-;10,0000
3943;8059145107848;-;-;1,0000
3943;8059145207845;-;-;10,0000
3942;4030700146629;-;-;1,0000
3942;4030700146636;-;-;10,0000
3941;4030600278437;-;-;1,0000
3941;4030600283790;-;-;10,0000
3941;4030600283783;-;-;1,0000
3941;4030600278444;-;-;10,0000
3940;8710622558767;-;-;1,0000
3940;8710622558774;-;-;10,0000
3939;4069400747201;-;-;1,0000
3939;4069400747706;-;-;5,0000
3938;4069400002874;-;-;1,0000
3938;4069400002904;-;-;5,0000
3936;80816317;-;-;1,0000
3936;8027463201548;-;-;10,0000
3936;8027463201531;-;-;10,0000
3935;80800590;-;-;1,0000
3935;8027463201524;-;-;10,0000
3935;8027463201517;-;-;10,0000
3934;4024810023017;-;-;1,0000
3934;4024810024786;-;-;10,0000
3934;4024810023024;-;-;10,0000
3933;4004018964831;-;-;1,0000
3933;4004018970191;-;-;40,0000
3932;8051418293951;-;-;1,0000
3932;8051418296952;-;-;10,0000
3932;8051418295952;-;-;1,0000
3929;80822905;-;-;1,0000
3929;8032817683918;-;-;10,0000
3928;8051418290974;-;-;1,0000
3928;8051418298895;-;-;5,0000
3927;5411741719109;-;-;1,0000
3927;5411741719116;-;-;10,0000
3926;5411741719086;-;-;1,0000
3926;5411741719093;-;-;10,0000
3925;XXX3925XXX;-;-;1,0000
3925;5411741719390;-;-;10,0000
3925;5411741176254;-;-;10,0000
3925;5411741735208;-;-;10,0000
3925;5411741176094;-;-;1,0000
3924;80800538;-;-;1,0000
3924;8027463201029;-;-;10,0000
3923;80973485;-;-;1,0000
3923;8027463201098;-;-;10,0000
3922;80832843;-;-;1,0000
3922;8032817683864;-;-;10,0000
3922;XXX3922XXX;-;-;1,0000
3922;5410706879230;-;-;1,0000
3921;80856337;-;-;1,0000
3921;8032817683840;-;-;10,0000
3921;XXX3921XXX;-;-;1,0000
3920;80863717;-;-;1,0000
3920;8032817683857;-;-;10,0000
3920;XXX3920XXX;-;-;1,0000
3915;59478478;-;-;1,0000
3915;5942425005961;-;-;10,0000
3914;8059145107787;-;-;1,0000
3914;8059145207784;-;-;5,0000
3913;8051160711512;-;-;1,0000
3913;8051160711529;-;-;10,0000
3912;8710151618635;-;-;1,0000
3912;8710151618642;-;-;10,0000
3912;XXX3912XXX;-;-;1,0000
3911;8033772850445;-;-;1,0000
3911;8033772850452;-;-;10,0000
3910;8033254846751;-;-;1,0000
3910;8033254846768;-;-;10,0000
3907;80920212;-;-;1,0000
3907;8032817683925;-;-;10,0000
3906;80967705;-;-;1,0000
3906;8032817683901;-;-;10,0000
3905;4004018967412;-;-;1,0000
3905;4004018967429;-;-;10,0000
3904;4004018932632;-;-;1,0000
3904;4004018932649;-;-;10,0000
3903;4004018932656;-;-;1,0000
3903;4004018932663;-;-;10,0000
3902;4004018967962;-;-;1,0000
3902;4004018967986;-;-;30,0000
3901;4004018964817;-;-;1,0000
3901;4004018967771;-;-;10,0000
3900;4004018925696;-;-;1,0000
3900;4004018925702;-;-;10,0000
3899;4004018928680;-;-;1,0000
3899;4004018928697;-;-;10,0000
3898;4004018939334;-;-;1,0000
3898;4004018939358;-;-;10,0000
3897;4052426006025;-;-;1,0000
3897;4052426006032;-;-;40,0000
3897;4052426009699;-;-;20,0000
3896;4052426006148;-;-;1,0000
3896;4052426006155;-;-;40,0000
3896;4052426009736;-;-;20,0000
3895;4052426006056;-;-;1,0000
3895;4052426009705;-;-;20,0000
3895;4052426006063;-;-;40,0000
3894;4052426006117;-;-;1,0000
3894;4052426009729;-;-;20,0000
3894;4052426006124;-;-;40,0000
3893;4052426006087;-;-;1,0000
3893;4052426006094;-;-;40,0000
3893;4052426009712;-;-;20,0000
3892;8059145107497;-;-;1,0000
3892;8059145207494;-;-;10,0000
3891;8059145107480;-;-;1,0000
3891;8059145207487;-;-;10,0000
3890;8059145107473;-;-;1,0000
3890;8059145207470;-;-;10,0000
3887;8059145207456;-;-;1,0000
3887;8059145207685;-;-;4,0000
3886;8059145107619;-;-;1,0000
3886;8059145207616;-;-;10,0000
3885;8033254846706;-;-;1,0000
3885;8033254846713;-;-;10,0000
3884;4897028989549;-;-;1,0000
3884;4897028989556;-;-;10,0000
3883;4897028989365;-;-;1,0000
3883;4897028989372;-;-;10,0000
3882;4897028989273;-;-;1,0000
3882;4897028989280;-;-;10,0000
3882;4895239507644;-;-;10,0000
3881;4897028989457;-;-;1,0000
3881;4897028989464;-;-;10,0000
3880;80976257;-;-;1,0000
3880;8032817683833;-;-;10,0000
3880;XXX3880XXX;-;-;1,0000
3879;5400827013576;-;-;1,0000
3879;5400827013583;-;-;10,0000
3878;5411741705720;-;-;1,0000
3877;5411741712315;-;-;1,0000
3875;8059145107510;-;-;1,0000
3875;8059145207517;-;-;10,0000
3874;8059145107503;-;-;1,0000
3874;8059145207500;-;-;10,0000
3872;15942425005906;-;-;1,0000
3872;5942425005909;-;-;10,0000
3872;59478416;-;-;1,0000
3871;15942425005883;-;-;1,0000
3871;59478393;-;-;1,0000
3871;5942425005886;-;-;10,0000
3869;59478454;-;-;1,0000
3869;15942425005944;-;-;1,0000
3869;5942425005947;-;-;10,0000
3868;59478638;-;-;1,0000
3868;5942425006104;-;-;10,0000
3868;15942425006101;-;-;1,0000
3867;15942425005920;-;-;1,0000
3867;59478430;-;-;1,0000
3867;5942425005923;-;-;10,0000
3855;689674109129;-;-;1,0000
3853;689674109112;-;-;1,0000
3852;80896234;-;-;1,0000
3852;8051160711079;-;-;10,0000
3846;42383765;-;-;1,0000
3846;4002450027510;-;-;10,0000
3845;8720400506477;-;-;1,0000
3845;8720400506484;-;-;10,0000
3844;8720400506620;-;-;1,0000
3844;8720400506637;-;-;10,0000
3843;8720400505036;-;-;1,0000
3843;8720400505043;-;-;10,0000
3843;8720400635016;-;-;10,0000
3842;4004018943034;-;-;1,0000
3842;4004018966408;-;-;10,0000
3842;4004018966804;-;-;30,0000
3841;8059145106674;-;-;1,0000
3841;8059145206671;-;-;10,0000
3840;4030600283363;-;-;1,0000
3840;4030600246054;-;-;10,0000
3840;4030600246047;-;-;1,0000
3840;4030600283370;-;-;10,0000
384;8720400000210;-;-;1,0000
384;8720400075249;-;-;10,0000
384;8720400634330;-;-;10,0000
384;8720400484782;-;-;10,0000
384;8720400484775;-;-;1,0000
3839;4030600246016;-;-;1,0000
3839;4030600283431;-;-;10,0000
3839;4030600246023;-;-;10,0000
3839;4030600283424;-;-;1,0000
3838;4260471458540;-;-;1,0000
3838;42347910;-;-;1,0000
3838;4260471458533;-;-;10,0000
3837;42347903;-;-;1,0000
3837;4260471458519;-;-;1,0000
3837;4260471458502;-;-;10,0000
3836;6896740988364;-;-;1,0000
3832;4002450018792;-;-;1,0000
3832;42361404;-;-;1,0000
3831;42302339;-;-;1,0000
3831;4002450018877;-;-;1,0000
383;8710622513704;-;-;1,0000
383;8710622903611;-;-;20,0000
3828;5710840215841;-;-;1,0000
3828;5710840215858;-;-;5,0000
3828;5710840283147;-;-;5,0000
3827;5710840215810;-;-;1,0000
3827;5710840283123;-;-;5,0000
3827;5710840215827;-;-;5,0000
3826;5710840215780;-;-;1,0000
3826;5710840215797;-;-;5,0000
3826;5710840283109;-;-;5,0000
3825;5707294349345;-;-;1,0000
3825;5707294251686;-;-;1,0000
3825;5707294251693;-;-;5,0000
3824;5707294251624;-;-;1,0000
3824;5707294251631;-;-;5,0000
3823;8032817683697;-;-;1,0000
3823;8032817683703;-;-;20,0000
3822;8033772850438;-;-;1,0000
3821;8051418290905;-;-;1,0000
3821;8051418298918;-;-;4,0000
3820;8051418294927;-;-;1,0000
3820;8051418298925;-;-;5,0000
3818;8059145106667;-;-;1,0000
3818;8059145206664;-;-;10,0000
3815;8032817683673;-;-;1,0000
3815;8032817683680;-;-;10,0000
3814;80804451;-;-;1,0000
3814;8051160710157;-;-;10,0000
3813;5414622821304;-;-;1,0000
3813;5414622821311;-;-;10,0000
3812;80828518;-;-;1,0000
3812;8051160710218;-;-;20,0000
3811;80828501;-;-;1,0000
3811;8051160710232;-;-;20,0000
3809;689674095378;-;-;1,0000
3807;689674095439;-;-;1,0000
3805;4006396046635;-;-;1,0000
3805;4006396046642;-;-;5,0000
3804;8033254847987;-;-;1,0000
3804;8033254847864;-;-;5,0000
3803;8033254847994;-;-;1,0000
3803;8033254847888;-;-;5,0000
3802;4030700128670;-;-;1,0000
3802;4030700128687;-;-;10,0000
3802;4030700185536;-;-;10,0000
3802;4030700185147;-;-;1,0000
3801;4012922856210;-;-;1,0000
3801;4012922856227;-;-;10,0000
3800;4012922856241;-;-;1,0000
3800;4012922856258;-;-;10,0000
3799;8033772850414;-;-;1,0000
3799;8033772850421;-;-;10,0000
3798;42391371;-;-;1,0000
3798;4006396046550;-;-;10,0000
3796;8720400482122;-;-;1,0000
3796;8720400482139;-;-;30,0000
3795;8710622526438;-;-;1,0000
3794;8710622536987;-;-;1,0000
3794;8710622525141;-;-;1,0000
3793;8710622525134;-;-;1,0000
3793;8710622536994;-;-;1,0000
3788;5414622821328;-;-;1,0000
3788;5414622821335;-;-;10,0000
3787;8720400486625;-;-;1,0000
3786;8720400486533;-;-;1,0000
3785;8710622547167;-;-;1,0000
3785;8710622547174;-;-;10,0000
3784;8710622547136;-;-;1,0000
3784;8710622547143;-;-;10,0000
3782;8710622529613;-;-;1,0000
3781;8710622540779;-;-;1,0000
3781;8710622529699;-;-;1,0000
3780;8710622536345;-;-;1,0000
3779;8710622536376;-;-;1,0000
3778;8710622536475;-;-;1,0000
3777;8710622536413;-;-;1,0000
3776;8710622539254;-;-;1,0000
3775;8710622539278;-;-;1,0000
3774;8710622536840;-;-;1,0000
3774;8710622524977;-;-;1,0000
3773;8710622525042;-;-;1,0000
3773;8710622536918;-;-;1,0000
3772;8710622525097;-;-;1,0000
3772;8710622536932;-;-;1,0000
3770;8051418295559;-;-;1,0000
3770;8051418298956;-;-;10,0000
3769;8051418295566;-;-;1,0000
3769;8051418298932;-;-;10,0000
3768;54021358;-;-;1,0000
3768;5425007960983;-;-;1,0000
3768;54123021;-;-;1,0000
3768;5425007960129;-;-;1,0000
3767;5707294239721;-;-;1,0000
3767;5707294239738;-;-;5,0000
3767;5707294372534;-;-;5,0000
3767;5707294372527;-;-;1,0000
3766;5707294239691;-;-;1,0000
3766;5707294239707;-;-;5,0000
3766;5707294372381;-;-;5,0000
3766;5707294372374;-;-;1,0000
3765;5707294239752;-;-;1,0000
3765;5707294239769;-;-;5,0000
3765;5707294372411;-;-;5,0000
3765;5707294372404;-;-;1,0000
3763;689674094197;-;-;1,0000
3762;689674094203;-;-;1,0000
376;87248067;-;-;1,0000
376;8724800002300;-;-;10,0000
3758;8051160710126;-;-;1,0000
3758;8051160710133;-;-;5,0000
3756;8059145106032;-;-;1,0000
3756;8059145206039;-;-;10,0000
3752;XXX3752XXX;-;-;1,0000
3752;8059145205735;-;-;10,0000
3752;8059145105738;-;-;1,0000
3751;689674094128;-;-;1,0000
3750;689674094104;-;-;1,0000
3749;689674094111;-;-;1,0000
3748;3800162410566;-;-;1,0000
3748;3800221961190;-;-;10,0000
3748;3800162410573;-;-;10,0000
3748;3800221961114;-;-;1,0000
3747;3800162410597;-;-;1,0000
3747;3800162410603;-;-;10,0000
3747;3800162401496;-;-;10,0000
3747;3800162401489;-;-;1,0000
3745;8710151610592;-;-;1,0000
3745;8710151610608;-;-;10,0000
3744;8991906216904;-;-;1,0000
3744;8991906276908;-;-;10,0000
3743;8991906216805;-;-;1,0000
3743;8991906276809;-;-;10,0000
3742;8991906216706;-;-;1,0000
3742;8991906276700;-;-;10,0000
3739;4069400334104;-;-;1,0000
3739;4069400334609;-;-;5,0000
3738;7610083215012;-;-;1,0000
3738;7610083215517;-;-;5,0000
3738;XXX3738XXX;-;-;1,0000
3737;7610083322017;-;-;1,0000
3737;4069400029178;-;-;2,0000
3737;4069400331554;-;-;2,0000
3736;8059145105769;-;-;1,0000
3736;8059145205766;-;-;10,0000
3735;4000862333106;-;-;1,0000
3735;4000862333120;-;-;10,0000
3732;8059145105608;-;-;1,0000
3732;8059145205605;-;-;4,0000
3731;80899433;-;-;1,0000
3731;8032817682959;-;-;10,0000
373;5707294175616;-;-;1,0000
373;5707294175623;-;-;5,0000
373;5010813804042;-;-;5,0000
373;5010813804103;-;-;1,0000
373;5707294372329;-;-;5,0000
373;5707294372312;-;-;1,0000
3729;8051418290103;-;-;1,0000
3729;805141829103;-;-;1,0000
3728;8051418290912;-;-;1,0000
3727;8051418295504;-;-;1,0000
3727;8051418298949;-;-;10,0000
3725;689674090991;-;-;1,0000
3723;689674091295;-;-;1,0000
3721;689674091301;-;-;1,0000
3710;8033772850391;-;-;1,0000
3710;8033772850407;-;-;10,0000
3708;5707294334105;-;-;1,0000
3708;5707294245470;-;-;10,0000
3708;05707294245456;-;-;1,0000
3708;5707294245463;-;-;10,0000
3708;5707294334112;-;-;10,0000
3708;5707294231671;-;-;1,0000
3708;5707294231688;-;-;10,0000
3708;5707294245456;-;-;1,0000
3708;05707294245470;-;-;10,0000
3704;8032817682881;-;-;1,0000
3704;8032817682898;-;-;10,0000
3702;5998900518631;-;-;1,0000
3702;5998900528128;-;-;50,0000
3698;5411741715040;-;-;1,0000
3698;5411741715057;-;-;10,0000
3696;XXX3696XXX;-;-;1,0000
3693;8710622521921;-;-;1,0000
3692;8710622521884;-;-;1,0000
3690;8710151609077;-;-;1,0000
3690;8710151609084;-;-;5,0000
3689;4004018947551;-;-;1,0000
3689;4004018966255;-;-;40,0000
3689;4004018947575;-;-;20,0000
3688;8032817682782;-;-;1,0000
3688;8032817682799;-;-;20,0000
3685;8059145105349;-;-;1,0000
3685;XXX3685XXX;-;-;1,0000
3684;8059145105356;-;-;1,0000
3682;8033772850377;-;-;1,0000
3682;8033772850384;-;-;10,0000
3681;8059145105097;-;-;1,0000
3681;8059145205094;-;-;5,0000
3680;8720400440610;-;-;1,0000
3680;689674087007;-;-;1,0000
3678;3800221963309;-;-;1,0000
3678;3800162411952;-;-;10,0000
3678;3800221963323;-;-;10,0000
3678;3800162411945;-;-;1,0000
3677;80897248;-;-;1,0000
3677;5000219133389;-;-;10,0000
3673;3800221960438;-;-;1,0000
3673;3800221961893;-;-;10,0000
3672;44052426120705;-;-;1,0000
3672;4052426120745;-;-;1,0000
3672;4052426120769;-;-;20,0000
3671;8720400464579;-;-;1,0000
3671;8720400464586;-;-;10,0000
3671;8720400634132;-;-;10,0000
3670;8720400463381;-;-;1,0000
3670;8720400634156;-;-;10,0000
3670;8720400463398;-;-;10,0000
3669;8720400484652;-;-;1,0000
3669;8720400484669;-;-;10,0000
3669;8720400463855;-;-;10,0000
3669;8720400463848;-;-;1,0000
3668;8720400484027;-;-;1,0000
3668;8720400463886;-;-;10,0000
3668;8720400484034;-;-;10,0000
3668;8720400463879;-;-;1,0000
3668;8720400634996;-;-;10,0000
3667;5998900508960;-;-;1,0000
3667;5998900525646;-;-;50,0000
3666;4069400818109;-;-;1,0000
3666;4069400818604;-;-;5,0000
3665;4069400819106;-;-;1,0000
3665;4069400819601;-;-;5,0000
3664;4069400821109;-;-;1,0000
3664;4069400821604;-;-;5,0000
3663;4069400820102;-;-;1,0000
3663;4069400820607;-;-;5,0000
3662;80978596;-;-;1,0000
3662;5000219134102;-;-;10,0000
3660;5710840183409;-;-;1,0000
3660;5710840183416;-;-;5,0000
3659;5411786058102;-;-;1,0000
3659;5411786058119;-;-;10,0000
3658;8051160713974;-;-;1,0000
3658;4033100015625;-;-;1,0000
3658;4033100015632;-;-;5,0000
3658;8051160713981;-;-;5,0000
3657;4004018942501;-;-;1,0000
3657;4004018966798;-;-;20,0000
3657;4004018942518;-;-;10,0000
3655;54009356;-;-;1,0000
3655;5450524066849;-;-;10,0000
3654;54009349;-;-;1,0000
3654;5450524066825;-;-;10,0000
3653;80794240;-;-;1,0000
3653;8032817682188;-;-;10,0000
3653;XXX3653XXX;-;-;1,0000
3651;5707294372558;-;-;1,0000
3651;5707294372565;-;-;5,0000
3651;5707294216500;-;-;5,0000
3651;5707294216494;-;-;1,0000
3650;42303947;-;-;1,0000
3650;4002450029033;-;-;5,0000
3649;8710622531944;-;-;1,0000
3649;8710622531951;-;-;10,0000
3648;80799429;-;-;1,0000
3648;80835776;-;-;1,0000
3648;5999096406542;-;-;12,0000
3648;8027463012243;-;-;12,0000
3647;80784760;-;-;1,0000
3647;8027463012274;-;-;12,0000
3647;5999096406566;-;-;12,0000
3647;80835769;-;-;1,0000
3646;8720400449590;-;-;1,0000
3646;8720400449552;-;-;20,0000
3645;8033772850353;-;-;1,0000
3645;8033772850360;-;-;10,0000
3643;8051418290929;-;-;1,0000
3641;689674083436;-;-;1,0000
3637;689674083474;-;-;1,0000
3635;689674077930;-;-;1,0000
3630;XXX3630XXX;-;-;1,0000
3629;4004018950582;-;-;1,0000
3629;4004018950605;-;-;10,0000
3628;4004018950520;-;-;1,0000
3628;4004018950544;-;-;50,0000
3626;4030600194706;-;-;1,0000
3626;4030600194713;-;-;10,0000
3625;5707294372138;-;-;1,0000
3625;5707294217385;-;-;1,0000
3625;5707294217392;-;-;10,0000
3625;5707294372145;-;-;10,0000
3624;5707294372107;-;-;1,0000
3624;5707294217354;-;-;1,0000
3624;5707294217361;-;-;10,0000
3624;5707294372114;-;-;10,0000
3623;5707294217323;-;-;1,0000
3623;5707294217330;-;-;10,0000
3623;5707294372190;-;-;1,0000
3623;5707294372206;-;-;10,0000
3622;5707294245487;-;-;1,0000
3622;5707294395359;-;-;10,0000
3622;5707294334136;-;-;1,0000
3622;5707294217415;-;-;1,0000
3622;05707294245500;-;-;10,0000
3622;5707294395342;-;-;1,0000
3622;5707294334143;-;-;10,0000
3622;05707294245487;-;-;1,0000
3622;5707294245494;-;-;10,0000
3622;5707294245500;-;-;10,0000
3622;5707294217309;-;-;10,0000
3621;025900212100;-;-;1,0000
3621;025900312114;-;-;20,0000
3620;025900212094;-;-;1,0000
3620;025900312107;-;-;20,0000
3619;XXX3619XXX;-;-;1,0000
3619;8033772850346;-;-;1,0000
3618;8059145105752;-;-;1,0000
3618;8059145205759;-;-;10,0000
3617;8059145204769;-;-;1,0000
3611;4052426117844;-;-;1,0000
3611;4052426117868;-;-;10,0000
361;8710900071292;-;-;1,0000
361;8710900871298;-;-;10,0000
3609;8720400456284;-;-;1,0000
3609;8720400456291;-;-;10,0000
3608;8720400456253;-;-;1,0000
3608;8720400456277;-;-;10,0000
3608;8720400456260;-;-;10,0000
3607;80780564;-;-;1,0000
3607;5000219012868;-;-;10,0000
3606;5000219130524;-;-;1,0000
3606;5000219012851;-;-;10,0000
3606;80799481;-;-;1,0000
3605;4033100010118;-;-;1,0000
3605;4033100010125;-;-;10,0000
3605;80851486;-;-;1,0000
3605;8051160714155;-;-;10,0000
3604;5998900518594;-;-;1,0000
3604;5998900528036;-;-;50,0000
3603;5998900518600;-;-;1,0000
3603;5998900528043;-;-;50,0000
3602;8720400456222;-;-;1,0000
3602;8720400456239;-;-;10,0000
3598;689674076636;-;-;1,0000
3598;689674076643;-;-;1,0000
3596;689674076650;-;-;1,0000
3594;689674076698;-;-;1,0000
3592;689674076728;-;-;1,0000
3590;4033100098512;-;-;1,0000
3589;3800221969431;-;-;1,0000
3589;3800221969448;-;-;10,0000
3588;3800221963385;-;-;1,0000
3588;3800221963392;-;-;10,0000
3587;05707294245210;-;-;1,0000
3587;5707294214155;-;-;10,0000
3587;5707294245234;-;-;10,0000
3587;5707294214148;-;-;1,0000
3587;05707294245234;-;-;10,0000
3587;5707294245210;-;-;1,0000
3586;05707294245272;-;-;1,0000
3586;5707294245296;-;-;10,0000
3586;5707294245272;-;-;1,0000
3586;5707294214094;-;-;10,0000
3586;5707294245289;-;-;10,0000
3586;5707294214087;-;-;1,0000
3586;05707294245296;-;-;10,0000
3585;05707294245241;-;-;1,0000
3585;5707294245258;-;-;10,0000
3585;5707294214124;-;-;10,0000
3585;5707294395229;-;-;1,0000
3585;5707294333962;-;-;10,0000
3585;5707294245265;-;-;10,0000
3585;5707294395236;-;-;10,0000
3585;05707294245265;-;-;10,0000
3585;5707294214117;-;-;1,0000
3585;5707294333955;-;-;1,0000
3585;5707294245241;-;-;1,0000
3584;5707294245302;-;-;1,0000
3584;05707294245326;-;-;10,0000
3584;5707294245326;-;-;10,0000
3584;05707294245302;-;-;1,0000
3584;5707294214063;-;-;10,0000
3584;5707294214056;-;-;1,0000
3584;5707294245319;-;-;10,0000
3582;4033100016233;-;-;1,0000
3582;4033100016240;-;-;5,0000
3580;5998900518532;-;-;1,0000
3580;5998900527961;-;-;50,0000
3579;4000862230306;-;-;1,0000
3579;4052426123050;-;-;10,0000
3577;4069400735109;-;-;1,0000
3577;4069400735604;-;-;10,0000
3576;4069400745108;-;-;1,0000
3576;4069400745603;-;-;10,0000
3575;4069400746112;-;-;1,0000
3575;4069400746617;-;-;10,0000
3574;4069400731101;-;-;1,0000
3574;4069400731606;-;-;10,0000
3573;8033772850322;-;-;1,0000
3573;8033772850339;-;-;9,0000
3570;8059145144676;-;-;1,0000
3570;8059145234674;-;-;5,0000
3567;8059145134653;-;-;1,0000
3566;8059145134646;-;-;1,0000
3566;8059145204646;-;-;10,0000
3564;8059145134622;-;-;1,0000
3563;42342441;-;-;1,0000
3563;4006396019998;-;-;10,0000
3561;42342434;-;-;1,0000
3561;4006396019974;-;-;10,0000
3561;42381891;-;-;1,0000
3560;54021365;-;-;1,0000
3560;5425007960112;-;-;1,0000
3560;54004610;-;-;1,0000
3560;5425007960990;-;-;1,0000
3559;8710151605925;-;-;1,0000
3559;8710151605932;-;-;5,0000
3558;5707294211116;-;-;1,0000
3558;5707294211123;-;-;5,0000
3558;5707294372497;-;-;1,0000
3558;5707294372503;-;-;5,0000
3554;4004018948541;-;-;1,0000
3554;4004018973819;-;-;10,0000
3554;4004018948558;-;-;20,0000
3553;4004018948480;-;-;1,0000
3553;4004018948497;-;-;20,0000
3553;4004018973574;-;-;10,0000
3552;4004018943126;-;-;1,0000
3552;4004018943133;-;-;10,0000
3552;4004018983344;-;-;10,0000
3551;4004018943157;-;-;1,0000
3551;4004018943171;-;-;20,0000
3551;4004018973550;-;-;10,0000
3550;4004018948602;-;-;1,0000
3550;4004018948626;-;-;20,0000
3550;4004018950292;-;-;10,0000
3549;4052426119046;-;-;1,0000
3549;4052426119060;-;-;20,0000
3548;8720400447022;-;-;1,0000
3548;8720400484638;-;-;10,0000
3548;870400484638;-;-;10,0000
3548;8720400447039;-;-;10,0000
3548;8720400484621;-;-;1,0000
3546;8710622520610;-;-;1,0000
3545;8710622526261;-;-;1,0000
3544;8710622526193;-;-;1,0000
3542;5999096400656;-;-;1,0000
3542;5999096400663;-;-;12,0000
3542;8027463012250;-;-;12,0000
3542;80832645;-;-;1,0000
3541;8720400448197;-;-;1,0000
3541;8720400452576;-;-;10,0000
3540;8720400448180;-;-;1,0000
3540;8720400452569;-;-;10,0000
3539;4024810008236;-;-;1,0000
3539;4024810008243;-;-;10,0000
3538;4004018940439;-;-;1,0000
3538;4004018940125;-;-;10,0000
3537;8059145114310;-;-;1,0000
3536;54507326;-;-;1,0000
3536;5450524062155;-;-;10,0000
3536;5400827024879;-;-;10,0000
3536;5400827024862;-;-;1,0000
3535;3800221966348;-;-;1,0000
3535;3800221967345;-;-;10,0000
3535;3800162410542;-;-;10,0000
3535;3800162410535;-;-;1,0000
3534;3800162410504;-;-;1,0000
3534;3800221966294;-;-;1,0000
3534;3800162410511;-;-;10,0000
3534;3800221967291;-;-;10,0000
3530;80832638;-;-;1,0000
3530;8027463012267;-;-;12,0000
3530;5999096401929;-;-;12,0000
3530;5999096400694;-;-;1,0000
3529;8032817681822;-;-;1,0000
3529;8032817681839;-;-;20,0000
3528;8032817681808;-;-;1,0000
3528;8032817681815;-;-;20,0000
3527;8033772850308;-;-;1,0000
3527;8033772850315;-;-;5,0000
3523;8051418290936;-;-;1,0000
3520;8710900004337;-;-;1,0000
3520;4030700150770;-;-;1,0000
3520;4030700150787;-;-;10,0000
3520;8710900804333;-;-;10,0000
352;40305028;-;-;1,0000
352;4030600166413;-;-;1,0000
352;4030600003268;-;-;10,0000
352;4030600283943;-;-;10,0000
352;4030600283936;-;-;1,0000
3519;8710900004436;-;-;1,0000
3519;4030700150817;-;-;10,0000
3519;8710900804432;-;-;10,0000
3519;4030700150800;-;-;1,0000
3518;4006396082374;-;-;1,0000
3518;4006396083494;-;-;5,0000
3518;4006396138026;-;-;1,0000
3518;4006396082329;-;-;10,0000
3518;4006396138033;-;-;10,0000
3517;8720400441174;-;-;1,0000
3517;8720400458462;-;-;20,0000
3517;8720400441181;-;-;20,0000
3516;8720400441204;-;-;1,0000
3516;8720400458479;-;-;20,0000
3516;8720400441211;-;-;20,0000
3515;8720400440627;-;-;1,0000
3515;8720400440634;-;-;10,0000
3514;8720400440658;-;-;1,0000
3514;8720400440665;-;-;10,0000
3514;8720400634231;-;-;10,0000
3512;XXX3512XXX;-;-;1,0000
3511;XXX3511XXX;-;-;1,0000
3510;XXX3510XXX;-;-;1,0000
3509;XXX3509XXX;-;-;1,0000
3508;XXX3508XXX;-;-;1,0000
3507;XXX3507XXX;-;-;1,0000
3504;80764281;-;-;1,0000
3504;8032817681952;-;-;10,0000
3503;59060420;-;-;1,0000
3503;5903141067305;-;-;10,0000
3503;8027463002367;-;-;10,0000
3503;80871200;-;-;1,0000
3501;80896531;-;-;1,0000
3501;8032817681198;-;-;10,0000
3499;8032817681709;-;-;1,0000
3499;8032817681716;-;-;10,0000
3498;8032817681686;-;-;1,0000
3498;8032817681693;-;-;10,0000
3497;8032817681662;-;-;1,0000
3497;8032817681679;-;-;10,0000
3495;8032817681747;-;-;1,0000
3495;8032817681754;-;-;10,0000
3494;8032817681723;-;-;1,0000
3494;8032817681730;-;-;10,0000
3493;8032817681761;-;-;1,0000
3493;8032817681778;-;-;10,0000
3492;8032817681648;-;-;1,0000
3492;8032817681655;-;-;6,0000
3491;8032817681624;-;-;1,0000
3491;8032817681631;-;-;6,0000
3490;4024810007048;-;-;1,0000
3490;4024810007055;-;-;10,0000
3490;4024810025028;-;-;10,0000
349;5707294372466;-;-;1,0000
349;5010813804301;-;-;5,0000
349;5707294175678;-;-;1,0000
349;5707294175685;-;-;5,0000
349;5010813804127;-;-;1,0000
349;5707294372473;-;-;5,0000
3487;4030700184768;-;-;1,0000
3487;4030700167198;-;-;10,0000
3487;8710900809680;-;-;10,0000
3487;8710900009684;-;-;1,0000
3487;4030700184775;-;-;10,0000
3487;4030700167167;-;-;1,0000
3486;08710900009585;-;-;1,0000
3486;4030700167105;-;-;10,0000
3486;4030700183068;-;-;10,0000
3486;08710900809581;-;-;10,0000
3486;8710900809581;-;-;10,0000
3486;4030700167068;-;-;1,0000
3486;4030700183051;-;-;1,0000
3486;8710900009585;-;-;1,0000
3484;8033765634021;-;-;1,0000
3484;8033765635028;-;-;10,0000
3484;8033765634151;-;-;1,0000
3484;8033765635158;-;-;10,0000
3483;8033765634144;-;-;1,0000
3483;8033765635141;-;-;10,0000
3482;8032817681594;-;-;1,0000
3482;8032817681600;-;-;6,0000
3482;803217681600;-;-;6,0000
3481;05707294245517;-;-;1,0000
3481;5707294192705;-;-;10,0000
3481;05707294245531;-;-;10,0000
3481;5707294245524;-;-;10,0000
3481;5707294291248;-;-;10,0000
3481;5707294245517;-;-;1,0000
3481;5707294291231;-;-;1,0000
3481;5707294245531;-;-;10,0000
3481;5707294192699;-;-;1,0000
348;4030600166437;-;-;1,0000
348;4030600005767;-;-;10,0000
348;4030600283882;-;-;10,0000
