ItemCoreCode;Barcode;Dimensions1Alias;Dimensions2Alias;Multiplier
9;87248265;-;-;1,0000
822;5707294414944;-;-;5,0000
811;5707294414982;-;-;5,0000
78;5707294414968;-;-;5,0000
4049;6223006040700;-;-;1,0000
4040;62214131;-;-;1,0000
3998;6223006041615;-;-;1,0000
3965;5707294372251;-;-;1,0000
3965;5707294372268;-;-;5,0000
3942;4030700185550;-;-;1,0000
3942;4030700185567;-;-;10,0000
3901;4004008965596;-;-;1,0000
3901;4004018976650;-;-;10,0000
3900;4004008971153;-;-;1,0000
3900;4004008971177;-;-;10,0000
3898;4004008971207;-;-;1,0000
3898;4004008971221;-;-;10,0000
3815;8056897051559;-;-;5,0000
373;5707294414920;-;-;5,0000
3696;689674094166;-;-;20,0000
3651;5707294415149;-;-;5,0000
3622;5707294415101;-;-;5,0000
3585;5707294415088;-;-;5,0000
3499;8056897051566;-;-;5,0000
3498;8056897051528;-;-;5,0000
3497;8056897051535;-;-;5,0000
3493;8056897051542;-;-;5,0000
349;5707294415125;-;-;5,0000
346;5707294414906;-;-;5,0000
3093;4004018925672;-;-;10,0000
2661;3800162442956;-;-;1,0000
2661;3800162442963;-;-;10,0000
2660;3800162442987;-;-;1,0000
2660;3800162442994;-;-;10,0000
2659;3800162442925;-;-;1,0000
2659;3800162442932;-;-;10,0000
2554;5707294415040;-;-;5,0000
2553;5707294415064;-;-;5,0000
2552;5710840303463;-;-;5,0000
2513;5400827043115;-;-;1,0000
2513;5400827043122;-;-;10,0000
231;8027463102319;-;-;1,0000
21400;8594221823187;-;-;1,0000
213;5707294415002;-;-;5,0000
21270;8056897050521;-;-;10,0000
21179;8594221824252;-;-;1,0000
21178;8594221824276;-;-;1,0000
21177;8594221824283;-;-;1,0000
21176;8594221824269;-;-;1,0000
21170;8720400634491;-;-;10,0000
21169;8720400634477;-;-;10,0000
21031;18594221820039;-;-;5,0000
21030;18594221820022;-;-;5,0000
20998;7467945402888;-;-;1,0000
20997;8594221827291;-;-;1,0000
20996;8594221827277;-;-;1,0000
20995;8594221827284;-;-;1,0000
20994;8594221827314;-;-;1,0000
20993;8594221827307;-;-;1,0000
20992;8594221827260;-;-;1,0000
20991;8594221827253;-;-;1,0000
20990;7467945402024;-;-;1,0000
20989;7467945402000;-;-;1,0000
20986;7467945401850;-;-;1,0000
20973;7467945401935;-;-;1,0000
20971;7467945401485;-;-;1,0000
20970;7467945401720;-;-;1,0000
20969;7467945401775;-;-;1,0000
20968;7467945401973;-;-;1,0000
20915;4030700193975;-;-;1,0000
20915;4030700193982;-;-;10,0000
20467;5707294395373;-;-;1,0000
20467;5707294415026;-;-;5,0000
20428;4897102640199;-;-;1,0000
20428;8990082092180;-;-;10,0000
20180;4052426043143;-;-;5,0000
20112;3800162442895;-;-;1,0000
20112;3800162442901;-;-;10,0000
19544;8594221824184;-;-;30,0000
19463;79790007438;-;-;1,0000
21715;8056897052440;-;-;10,0000
21715;80912552;-;-;1,0000
21717;8056897052471;-;-;10,0000
21717;80912583;-;-;1,0000
21714;8056897052457;-;-;10,0000
21714;80912569;-;-;1,0000
21716;8056897052464;-;-;10,0000
21716;80912576;-;-;1,0000
21301;5905523022698;-;-;1,0000
21302;5905523022353;-;-;1,0000
21303;5905523022704;-;-;1,0000
21304;5905523022360;-;-;1,0000
21305;5905523022711;-;-;1,0000
21306;5905523022377;-;-;1,0000
21307;5905523022728;-;-;1,0000
21308;5905523022384;-;-;1,0000
21309;5905523022315;-;-;1,0000
21310;5905523022322;-;-;1,0000
21311;5905523022339;-;-;1,0000
21312;5905523022346;-;-;1,0000
21313;5905523022742;-;-;1,0000
21314;5905523022407;-;-;1,0000
21315;5905523022759;-;-;1,0000
21316;5905523022414;-;-;1,0000
21317;5905523022766;-;-;1,0000
21318;5905523022421;-;-;1,0000
21319;5905523022773;-;-;1,0000
21320;5905523022438;-;-;1,0000
21321;5905523022780;-;-;1,0000
21322;5905523022445;-;-;1,0000
21323;5905523022797;-;-;1,0000
21324;5905523022452;-;-;1,0000
21325;5905523022803;-;-;1,0000
21326;5905523022469;-;-;1,0000
21327;5905523022810;-;-;1,0000
21328;5905523022476;-;-;1,0000
21329;5905523022988;-;-;1,0000
21330;5905523022490;-;-;1,0000
21331;5905523022834;-;-;1,0000
21332;5905523022506;-;-;1,0000
21333;5905523022841;-;-;1,0000
21334;5905523022513;-;-;1,0000
21335;5905523022858;-;-;1,0000
21336;5905523022520;-;-;1,0000
21337;5905523022865;-;-;1,0000
21338;5905523022537;-;-;1,0000
21339;5905523022872;-;-;1,0000
21340;5905523022544;-;-;1,0000
21341;5905523022889;-;-;1,0000
21342;5905523022551;-;-;1,0000
21343;5905523022896;-;-;1,0000
21344;5905523022568;-;-;1,0000
21345;5905523022902;-;-;1,0000
21346;5905523022575;-;-;1,0000
21346;5907264324741;-;-;4,0000
21347;5905523022919;-;-;1,0000
21348;5905523022582;-;-;1,0000
21349;5905523022926;-;-;1,0000
21350;5905523022599;-;-;1,0000
21351;5905523022933;-;-;1,0000
21352;5905523022605;-;-;1,0000
21353;5905523022940;-;-;1,0000
21354;5905523022612;-;-;1,0000
21355;5905523022957;-;-;1,0000
21356;5905523022629;-;-;1,0000
21357;5905523022964;-;-;1,0000
21358;5905523022636;-;-;1,0000
21359;5905523022971;-;-;1,0000
21360;5905523022643;-;-;1,0000
21616;4030600353073;-;-;1,0000
21616;4030600353080;-;-;10,0000
21615;4030600353042;-;-;1,0000
21615;4030600353059;-;-;10,0000
21568;8027463017866;-;-;10,0000
21568;80820680;-;-;1,0000
21708;8027463017224;-;-;10,0000
21708;80915133;-;-;1,0000
21628;4052426047356;-;-;1,0000
21628;4052426053012;-;-;10,0000
21564;4052426052114;-;-;1,0000
21564;4052426052121;-;-;10,0000
21688;4004008988793;-;-;1,0000
21688;4004008988823;-;-;10,0000
21689;4004008988830;-;-;1,0000
21689;4004008988861;-;-;10,0000
21438;815337018273;-;-;1,0000
21256;815337017184;-;-;24,0000
21248;815337016491;-;-;24,0000
21250;815337016507;-;-;24,0000
21252;815337017498;-;-;24,0000
21254;815337017481;-;-;24,0000
21718;8051418290851;-;-;1,0000
21718;8051418297973;-;-;5,0000
21595;8051418293937;-;-;1,0000
21595;8051418296921;-;-;10,0000
21707;8051418290868;-;-;1,0000
21707;8051418297980;-;-;5,0000
21713;8033772850780;-;-;1,0000
21713;8033772850797;-;-;20,0000
3720;689674077862;-;-;20,0000
3722;689674077855;-;-;1,0000
3724;689674082286;-;-;20,0000
21457;689674156901;-;-;1,0000
21080;689674145387;-;-;20,0000
21084;689674145394;-;-;20,0000
21082;689674145400;-;-;20,0000
21082;8720400665990;-;-;20,0000
3288;689674077879;-;-;20,0000
3764;689674076674;-;-;1,0000
21709;5411741754032;-;-;1,0000
21710;5411741754049;-;-;1,0000
21690;5411741754056;-;-;1,0000
21691;5411741754063;-;-;1,0000
21555;8059145111241;-;-;1,0000
21569;8059145111326;-;-;1,0000
3835;689674098836;-;-;20,0000
3833;689674098805;-;-;20,0000
20086;689674123996;-;-;20,0000
20084;689674123989;-;-;20,0000
21634;643781695692;-;-;1,0000
21632;643781551028;-;-;1,0000
21633;643781813362;-;-;1,0000
3638;689674077916;-;-;10,0000
3357;689674073512;-;-;10,0000
3355;689674072188;-;-;10,0000
3694;689674094173;-;-;20,0000
21662;5411741745894;-;-;1,0000
21687;8059145111753;-;-;1,0000
21687;8059145211750;-;-;10,0000
21623;8059145110145;-;-;1,0000
21622;8059145110152;-;-;1,0000
21622;8059145210159;-;-;6,0000
21562;8059145111227;-;-;1,0000
21562;8059145211224;-;-;4,0000
21556;8059145111333;-;-;1,0000
21556;8059145211330;-;-;4,0000
21601;8051160715374;-;-;10,0000
21601;80770312;-;-;1,0000
21603;8051160715510;-;-;10,0000
21604;8051160715435;-;-;10,0000
21604;80770350;-;-;1,0000
21605;8051160715411;-;-;10,0000
21605;80770343;-;-;1,0000
21606;8051160715459;-;-;10,0000
21606;80770374;-;-;1,0000
21607;8051160715398;-;-;10,0000
21608;8051160715350;-;-;10,0000
21608;80770305;-;-;1,0000
21609;8051160715299;-;-;10,0000
21609;80824138;-;-;1,0000
21610;8051160715312;-;-;10,0000
21610;80996545;-;-;1,0000
21611;8051160715473;-;-;10,0000
21646;8027463019648;-;-;10,0000
21646;80845287;-;-;1,0000
20659;8032817687343;-;-;10,0000
20659;8056897052433;-;-;10,0000
20659;80799900;-;-;1,0000
21641;8027463019570;-;-;10,0000
21641;80829560;-;-;1,0000
21641;8886309309639;-;-;10,0000
21642;8027463019563;-;-;10,0000
21642;80967781;-;-;1,0000
21643;8027463019549;-;-;10,0000
21643;80967767;-;-;1,0000
21643;8886309309615;-;-;10,0000
21644;8027463019556;-;-;10,0000
21644;80947424;-;-;1,0000
21644;8886309309622;-;-;10,0000
21645;8027463019532;-;-;10,0000
21645;80947417;-;-;1,0000
21760;4002450020559;-;-;10,0000
21760;42511007;-;-;1,0000
21761;4002450020542;-;-;10,0000
21761;42511014;-;-;1,0000
21759;4002450020535;-;-;10,0000
21759;42511038;-;-;1,0000
GEV5;3098524;-;-;1,0000
GEVNUMERISSIMI;3319;-;-;1,0000
GEV20X;331983;-;-;1,0000
08113764;3858895301217;-;-;1,0000
NP028;8027463021016;-;-;5,0000
K0026;8027463019488;-;-;10,0000
GIZ0004;4002604042819;-;-;1,0000
GIZ0166 ;4002604002462;-;-;1,0000
DDY407S;5059362585231;-;-;5,0000
GIZ0206;4002604004589;-;-;1,0000
GIZ0207;4002604004909;-;-;1,0000
GIZ0208;4002604004633;-;-;1,0000
Test001;11111111;-;-;1,0000
Test001;7465746574;-;-;1,0000
Test001;324523452;-;-;1,0000
BAR671;80052364;-;-;1,0000
BAR258;80761761;-;-;1,0000
Y0SWK;16941974919117;-;-;10,0000
Y0SWJ;16941974919094;-;-;10,0000
Y0SWI;16941974919100;-;-;10,0000
Y0RVJ;16941974905325;-;-;10,0000
Y0RVI;6941974905356;-;-;1,0000
Y0RVI;16941974905356;-;-;10,0000
Y0RVH;16941974905349;-;-;10,0000
Y0RVH;6941974905349;-;-;1,0000
Y0RVG;6941974905363;-;-;1,0000
Y0RVG;16941974905363;-;-;10,0000
Y0RVF;6941974905318;-;-;1,0000
Y0RVF;16941974905318;-;-;10,0000
Y0RVE;6941974905332;-;-;1,0000
Y0RVE;16941974905332;-;-;10,0000
Y0RVD;16941974905301;-;-;10,0000
W0WFN;8027463018412;-;-;1,0000
W0WFN;8027463018429;-;-;5,0000
W0WFL;8027463018382;-;-;1,0000
W0WFL;8027463018399;-;-;5,0000
W0VOT;792105222066;-;-;5,0000
W0VOT;6975534731949;-;-;1,0000
W0VOS;792105222097;-;-;5,0000
W0VOS;6975534731895;-;-;1,0000
W0VOR;792105222073;-;-;5,0000
W0VOR;6975534731925;-;-;1,0000
W0VOQ;6975534731901;-;-;1,0000
W0VOQ;792105222059;-;-;5,0000
W0VOP;792105222080;-;-;5,0000
W0VOP;6975534731888;-;-;1,0000
W0VOO;792105222042;-;-;5,0000
W0VOO;6975534731932;-;-;1,0000
W0VON;792105222103;-;-;5,0000
W0VON;6975534731918;-;-;1,0000
V0VIY;8056897050804;-;-;1,0000
V0VIW;8056897050774;-;-;1,0000
V0VIW;8056897050781;-;-;5,0000
V0UHR;8027463018238;-;-;1,0000
V0UHR;8027463018245;-;-;5,0000
V0U0R;8027463018092;-;-;5,0000
V0U0R;8027463018085;-;-;1,0000
V0TWA;8027463018290;-;-;1,0000
V0TWA;8027463018306;-;-;5,0000
V0TVV;8027463018450;-;-;5,0000
V0TVV;8027463018443;-;-;1,0000
V0REQ;8719964048202;-;-;1,0000
NP019;8027463015336;-;-;1,0000
NP015;8027463014872;-;-;1,0000
NP014;8027463012502;-;-;1,0000
NP012;8027463014742;-;-;1,0000
K0017;8719964048981;-;-;1,0000
EZ113;6941974942962;-;-;1,0000
EZ106;6942108461557;-;-;10,0000
EZ106;6942108461373;-;-;1,0000
EZ105;6942108461540;-;-;10,0000
EZ105;6942108461366;-;-;1,0000
EZ104;6942108461533;-;-;10,0000
EZ104;6942108461359;-;-;1,0000
EZ103;6942108461342;-;-;1,0000
EZ103;6942108461526;-;-;10,0000
EZ102;6942108461335;-;-;1,0000
EZ102;6942108461519;-;-;10,0000
EZ101;6942108461328;-;-;1,0000
EZ101;6942108461502;-;-;10,0000
EZ100;6942108461311;-;-;1,0000
EZ100;6942108461496;-;-;10,0000
E0009;8718868099976;-;-;20,0000
DD081;7622100508694;-;-;1,0000
DD079;7622100508717;-;-;1,0000
DC081;7622100508519;-;-;1,0000
DC079;7622100508496;-;-;1,0000
DC071;7622100508410;-;-;1,0000
DA081;7622100508939;-;-;1,0000
DA080;7622100509011;-;-;1,0000
DA079;7622100508892;-;-;1,0000
DA078;7622100509059;-;-;1,0000
DA073;7622100508854;-;-;1,0000
DA072;7622100508816;-;-;1,0000
DA071;7622100508779;-;-;1,0000
C9717;6941974939184;-;-;5,0000
C8950;6941974939153;-;-;5,0000
C8948;6941974939146;-;-;5,0000
C8507;6941974939122;-;-;5,0000
C8507;6941974933694;-;-;1,0000
C8505;6941974939155;-;-;5,0000
C8505;6941974939115;-;-;5,0000
C0WHD;6941974946014;-;-;1,0000
C0WHC;6941974946038;-;-;1,0000
C0WHB;6941974946021;-;-;1,0000
C0WHA;6941974946045;-;-;1,0000
C0WH0;6941974945970;-;-;1,0000
C0WGY;6941974945994;-;-;1,0000
C0WGW;6941974946007;-;-;1,0000
C0WGV;6941974945963;-;-;1,0000
C0WGU;6941974945956;-;-;1,0000
C0WGT;6941974945987;-;-;1,0000
C0WGS;6941974946052;-;-;1,0000
C0SMW;6942108461489;-;-;1,0000
C0SMW;6942108461663;-;-;10,0000
C0SHA;6941974939160;-;-;5,0000
C0SCW;6942108461472;-;-;1,0000
C0SCW;6942108461656;-;-;10,0000
C0SCV;6942108461649;-;-;10,0000
C0SCV;6942108461465;-;-;1,0000
C0SCU;6942108461458;-;-;1,0000
C0SCU;6942108461632;-;-;10,0000
C0QRU;6942108461441;-;-;1,0000
C0QRU;6942108461625;-;-;10,0000
C0QRT;6942108461618;-;-;10,0000
C0QRT;6942108461434;-;-;1,0000
C0QRS;6942108461427;-;-;1,0000
C0QRS;6942108461601;-;-;1,0000
C0QRR;6942108461595;-;-;10,0000
C0QRR;6942108461410;-;-;1,0000
C0QRQ;6942108461588;-;-;10,0000
C0QRQ;6942108461403;-;-;1,0000
C0QRP;6942108461571;-;-;10,0000
C0QRP;6942108461397;-;-;1,0000
C0QRO;6942108461564;-;-;1,0000
C0QRO;6942108461380;-;-;1,0000
993;4032201109936;-;-;1,0000
991;5712341256200;-;-;1,0000
991;5712341526204;-;-;5,0000
951;87248698;-;-;10,0000
949;8724800010718;-;-;10,0000
930;8000001307780;-;-;1,0000
920;5712341302167;-;-;5,0000
920;5712341302136;-;-;1,0000
917;8000001307636;-;-;1,0000
91;4032900030296;-;-;40,0000
891;40318080;-;-;1,0000
891;4031800001856;-;-;10,0000
876;87248166;-;-;1,0000
867;5000219080126;-;-;40,0000
867;8000001370470;-;-;1,0000
841;8027463108410;-;-;1,0000
822;571234292085;-;-;5,0000
801;504346408;-;-;1,0000
799;3258170265966;-;-;1,0000
797;8723900100862;-;-;1,0000
797;5712341073876;-;-;5,0000
797;5712341050020;-;-;5,0000
789;5411741712926;-;-;10,0000
719;8000001308237;-;-;1,0000
713;5712341302433;-;-;1,0000
713;5712341032439;-;-;5,0000
711;7310870101015;-;-;5,0000
711;7310870087562;-;-;1,0000
7;8027463100070;-;-;1,0000
7;8027463200077;-;-;10,0000
7;8000001304567;-;-;1,0000
696;8000001308602;-;-;1,0000
686;8027463106768;-;-;1,0000
674;8416000074019;-;-;1,0000
67;8000001308572;-;-;1,0000
66;8027463200664;-;-;10,0000
66;8027463100667;-;-;1,0000
640;8416000600690;-;-;40,0000
624;7310870087463;-;-;1,0000
624;7310870102012;-;-;5,0000
612;5712341032231;-;-;5,0000
612;5712341302235;-;-;1,0000
604;8027463206048;-;-;10,0000
604;8027463106041;-;-;1,0000
596;5712341937727;-;-;5,0000
596;5712341937819;-;-;1,0000
583;40306551;-;-;1,0000
578;8000001308046;-;-;1,0000
574;87248876;-;-;1,0000
568;8000001308077;-;-;1,0000
558;8416000600683;-;-;40,0000
552;4032900008073;-;-;40,0000
549;50393510;-;-;1,0000
534;8000001306011;-;-;1,0000
499;78029170;-;-;1,0000
488;8027463204884;-;-;10,0000
488;8027463104887;-;-;1,0000
478;4032900030289;-;-;40,0000
478;4033100011238;-;-;10,0000
478;4033100008221;-;-;10,0000
464;4032900030357;-;-;40,0000
451;5000219080119;-;-;40,0000
451;40313825;-;-;1,0000
451;4031800002471;-;-;10,0000
45;4004018100116;-;-;10,0000
448;8000001306080;-;-;1,0000
413;8059145200662;-;-;10,0000
412;8710622792505;-;-;1,0000
412;8000001305618;-;-;1,0000
409;8027463205423;-;-;10,0000
403;8027463204037;-;-;5,0000
403;4004018507717;-;-;10,0000
3980;5411741732900;-;-;10,0000
396;8000001305564;-;-;1,0000
384;8720400000180;-;-;1,0000
373;8711000021309;-;-;1,0000
361;780260071292;-;-;1,0000
348;40304540;-;-;1,0000
347;8000001305717;-;-;1,0000
346;8000001305724;-;-;1,0000
345;8723900103368;-;-;1,0000
340;8710928054505;-;-;1,0000
340;8710928354681;-;-;5,0000
338;4032900030302;-;-;40,0000
337;5000393145505;-;-;1,0000
32;5761200869211;-;-;1,0000
32;712341064713;-;-;1,0000
32;5712341064713;-;-;5,0000
32;5712341073753;-;-;5,0000
3182;5411741712827;-;-;20,0000
3181;5411741712780;-;-;10,0000
3172;4004018933073;-;-;10,0000
3092;4004018929915;-;-;10,0000
3081;7465603181465;-;-;1,0000
3072;4004018929939;-;-;10,0000
3063;4260214959266;-;-;1,0000
3062;4260214959822;-;-;1,0000
2902;5411741712971;-;-;10,0000
2901;5411741712872;-;-;10,0000
2863;4260214955664;-;-;1,0000
2862;4260214955633;-;-;1,0000
270;84165046;-;-;1,0000
264;4033100008207;-;-;10,0000
264;84165961;-;-;1,0000
264;4032900001296;-;-;10,0000
264;4032900030272;-;-;40,0000
239;5410738171616;-;-;1,0000
2383;8054045440415;-;-;10,0000
2383;8054045440408;-;-;1,0000
2270;5904714305619;-;-;10,0000
2257;80756989;-;-;1,0000
2228;5411741704174;-;-;1,0000
2228;5411741702347;-;-;1,0000
2217;4033100013683;-;-;20,0000
2216;4033100013706;-;-;20,0000
2193;4000862232522;-;-;10,0000
21391;8594221828557;-;-;1,0000
21390;8594221828533;-;-;1,0000
21389;8594221828540;-;-;1,0000
21388;8594221828526;-;-;1,0000
21198;8594221828502;-;-;1,0000
21190;8594221828519;-;-;1,0000
2108;4033100008061;-;-;40,0000
2099;8710151550324;-;-;1,0000
20978;8594221829163;-;-;1,0000
20977;8594221829162;-;-;1,0000
20976;8594221829161;-;-;1,0000
20975;8594221829160;-;-;1,0000
20974;8594221829158;-;-;1,0000
209;8000001306301;-;-;1,0000
2072;08033254840513;-;-;1,0000
2069;08033254840018;-;-;1,0000
2066;8089203;-;-;1,0000
205;5000393100504;-;-;1,0000
205;5712341091115;-;-;5,0000
2022;8027463388812;-;-;1,0000
2020;8710151547586;-;-;10,0000
20063;8990082092142;-;-;10,0000
20059;8990082092104;-;-;10,0000
1991;3258171344622;-;-;10,0000
1970;5411741701258;-;-;10,0000
1963;4043058002486;-;-;5,0000
1963;40430583971;-;-;10,0000
1811;8000001370388;-;-;1,0000
1810;8000001370395;-;-;1,0000
18;8000001306264;-;-;1,0000
1759;8000001369207;-;-;1,0000
1730;8000001369146;-;-;1,0000
1672;3258171100655;-;-;10,0000
1658;5411741713060;-;-;10,0000
1601;8000001368767;-;-;1,0000
159;8000001306370;-;-;1,0000
1586;90228728;-;-;1,0000
1538;8500001541233;-;-;1,0000
134;4032900030340;-;-;40,0000
129;5712341032330;-;-;5,0000
129;5712341302334;-;-;1,0000
1280;8000001368286;-;-;1,0000
1280;7310870087319;-;-;1,0000
1280;7310870103019;-;-;5,0000
1274;8000001368248;-;-;1,0000
1256;5712341312371;-;-;5,0000
1256;5712341312364;-;-;1,0000
1248;4032900030333;-;-;40,0000
1248;40331928;-;-;1,0000
121;7310870087616;-;-;1,0000
121;7310870106010;-;-;5,0000
1203;7310870025014;-;-;1,0000
1203;7310870125011;-;-;5,0000
1203;8000001370715;-;-;1,0000
21302;5907264324802;-;-;4,0000
21302;5907264324680;-;-;4,0000
21304;5907264324697;-;-;4,0000
21304;5907264324819;-;-;4,0000
21316;5907264324826;-;-;4,0000
21316;5907264324703;-;-;4,0000
21330;5907264324710;-;-;4,0000
21330;5907264324833;-;-;4,0000
21334;5907264324840;-;-;4,0000
21334;5907264324727;-;-;4,0000
21342;5907264324857;-;-;4,0000
21342;5907264324734;-;-;4,0000
21346;5907264324864;-;-;4,0000
21348;5907264324758;-;-;4,0000
21348;5907264324871;-;-;4,0000
21350;5906623022595;-;-;1,0000
21350;5907264324888;-;-;4,0000
21350;5907264324765;-;-;4,0000
21354;5907264324772;-;-;4,0000
21354;5907264324895;-;-;4,0000
21356;5907264324901;-;-;4,0000
21356;5907264324789;-;-;4,0000
21360;5907264324918;-;-;4,0000
21360;5907264324796;-;-;4,0000
1942;42307891;-;-;1,0000
1942;4043058002424;-;-;10,0000
1942;4043058007634;-;-;10,0000
1942;4043058002417;-;-;1,0000
3157;4030600101957;-;-;10,0000
2111;4030600027868;-;-;10,0000
2111;4030600090473;-;-;10,0000
2111;4030600027851;-;-;1,0000
2112;4030600027837;-;-;10,0000
2112;4030600090442;-;-;10,0000
2112;4030600027820;-;-;1,0000
2463;8033765632317;-;-;10,0000
2462;8033765632294;-;-;10,0000
2464;8033765632300;-;-;10,0000
477;3258172941141;-;-;1,0000
477;3258171051216;-;-;10,0000
391;4030600166352;-;-;1,0000
391;3258170909631;-;-;10,0000
2259;8033765632126;-;-;10,0000
3060;8033765632843;-;-;10,0000
1201;4030600166406;-;-;1,0000
1201;4030600007570;-;-;10,0000
2323;4030600041079;-;-;10,0000
608;4030600004593;-;-;10,0000
608;4030600166451;-;-;1,0000
1840;7623500311914;-;-;1,0000
1840;7623500317053;-;-;5,0000
1840;7623500116731;-;-;5,0000
1840;7623500182897;-;-;5,0000
1840;7623500263022;-;-;1,0000
1840;7623500115918;-;-;1,0000
1840;7623500182880;-;-;1,0000
1840;7623500317046;-;-;1,0000
1840;7623500311921;-;-;5,0000
901;7623500294088;-;-;1,0000
901;7623500100556;-;-;10,0000
901;7623500300178;-;-;5,0000
901;7623500170634;-;-;10,0000
901;7623500295252;-;-;1,0000
3524;7623500271478;-;-;5,0000
3524;7623500271454;-;-;1,0000
903;7623500300383;-;-;10,0000
903;3258171224559;-;-;10,0000
903;7623500295559;-;-;1,0000
903;5712343023152;-;-;1,0000
903;8000001307681;-;-;1,0000
903;7623500181708;-;-;10,0000
769;7623500295566;-;-;1,0000
769;5712343023168;-;-;1,0000
769;7623500353358;-;-;1,0000
769;5712343523164;-;-;5,0000
769;7623500300390;-;-;5,0000
769;7623500191240;-;-;5,0000
769;5712343023169;-;-;1,0000
769;7623500353365;-;-;5,0000
3253;7623500250459;-;-;5,0000
956;7623500103496;-;-;5,0000
956;7623500353389;-;-;1,0000
956;7623500031355;-;-;1,0000
956;7623500180442;-;-;5,0000
956;7623500353396;-;-;5,0000
956;762300031355;-;-;1,0000
956;7623500295979;-;-;1,0000
956;7623500300703;-;-;5,0000
1968;7623500387377;-;-;1,0000
1968;7623500118339;-;-;5,0000
1968;7623500387445;-;-;5,0000
21688;4004008988816;-;-;30,0000
21689;4004008988854;-;-;30,0000
2935;8033772850087;-;-;1,0000
21612;8059145211491;-;-;10,0000
21612;8059145111494;-;-;1,0000
2793;8710622505174;-;-;1,0000
2792;8710622505181;-;-;1,0000
2790;8710622505211;-;-;1,0000
2791;8710622505204;-;-;1,0000
2789;8710622505228;-;-;1,0000
2787;8710622505242;-;-;1,0000
2788;8710622505235;-;-;1,0000
2786;8710622505259;-;-;1,0000
21203;8594221829257;-;-;1,0000
21076;689674155577;-;-;20,0000
18041;689674026853;-;-;25,0000
18035;689674030072;-;-;25,0000
20240;8059145206503;-;-;1,0000
3291;7465603160071;-;-;1,0000
3757;8059145106049;-;-;1,0000
21618;8059145111371;-;-;1,0000
21618;8059145211378;-;-;10,0000
21086;689674152798;-;-;1,0000
3817;8059145106568;-;-;1,0000
2896;8059145302663;-;-;1,0000
3759;8059145105981;-;-;1,0000
3759;8059145205988;-;-;5,0000
3951;8059145208019;-;-;4,0000
3951;8059145108012;-;-;1,0000
3850;8059145107343;-;-;1,0000
3849;8059145107350;-;-;1,0000
3849;8059145207357;-;-;10,0000
21706;8059145211682;-;-;10,0000
21706;8059145111685;-;-;1,0000
3709;8059145105684;-;-;1,0000
3709;8059145305688;-;-;1,0000
20242;8059145208446;-;-;1,0000
671;8027463185947;-;-;1,0000
671;8000001308596;-;-;1,0000
671;8059145202680;-;-;1,0000
3873;8059145107282;-;-;1,0000
3873;8059145207289;-;-;6,0000
3246;8059145203618;-;-;1,0000
3644;8059145104960;-;-;1,0000
3952;8059145107817;-;-;1,0000
3952;8059145207814;-;-;4,0000
20227;80828563;-;-;1,0000
20227;8051160712533;-;-;10,0000
20231;80998594;-;-;1,0000
20231;8051160712496;-;-;10,0000
20232;8051160712151;-;-;10,0000
20232;80824954;-;-;1,0000
20233;80802761;-;-;1,0000
20233;8051160712458;-;-;10,0000
20234;8051160712519;-;-;10,0000
20234;80876342;-;-;1,0000
3500;8032817681150;-;-;10,0000
3500;7622100840121;-;-;1,0000
3707;8032817682560;-;-;10,0000
3707;80907862;-;-;1,0000
20784;80805991;-;-;1,0000
20784;8032817688142;-;-;10,0000
3970;80967224;-;-;1,0000
3970;8032817685851;-;-;10,0000
3816;80854678;-;-;1,0000
3816;8032817683666;-;-;10,0000
3502;8032817681471;-;-;10,0000
20058;4897102640045;-;-;10,0000
20058;4897102640038;-;-;1,0000
20061;4897102640076;-;-;1,0000
20061;4897102640083;-;-;10,0000
20062;4897102640144;-;-;10,0000
20062;4897102640137;-;-;1,0000
20060;4897102640052;-;-;1,0000
20060;4897102640069;-;-;10,0000
20660;80794141;-;-;1,0000
20660;8032817687329;-;-;10,0000
3465;8710900083707;-;-;1,0000
3465;8710900883802;-;-;10,0000
3488;8710900804531;-;-;10,0000
3488;8710900004535;-;-;1,0000
3489;8710900004634;-;-;1,0000
3489;8710900804630;-;-;10,0000
658;8027463106584;-;-;1,0000
658;8027463206581;-;-;10,0000
369;4023500022804;-;-;10,0000
369;87248906;-;-;1,0000
522;40306698;-;-;1,0000
522;4030600001820;-;-;10,0000
522;4030600166314;-;-;1,0000
539;87248531;-;-;1,0000
539;3258171032864;-;-;10,0000
197;4023500005241;-;-;20,0000
197;87248685;-;-;1,0000
517;8719800200139;-;-;1,0000
517;8000001305878;-;-;1,0000
517;8720400401017;-;-;5,0000
517;8719800200764;-;-;10,0000
533;87217636;-;-;1,0000
533;8721700982510;-;-;10,0000
642;8000001307988;-;-;1,0000
642;3258171151169;-;-;10,0000
642;5411741164022;-;-;1,0000
597;4069400340105;-;-;1,0000
215;5010813800563;-;-;10,0000
215;8000001307100;-;-;1,0000
215;50431175;-;-;1,0000
214;8000001307117;-;-;1,0000
214;5010813807807;-;-;1,0000
204;3258174600138;-;-;5,0000
204;3258170239516;-;-;1,0000
204;8000001306417;-;-;1,0000
217;8720400088614;-;-;10,0000
217;8720400074389;-;-;1,0000
217;8000001307094;-;-;1,0000
217;8720400074785;-;-;20,0000
531;4031300009482;-;-;10,0000
531;40313948;-;-;1,0000
432;5700527202509;-;-;10,0000
592;8000001308206;-;-;1,0000
475;4069400211559;-;-;20,0000
